date,J JM,RB HC,CU AL,L MA,OI Y,EqualWeighted
2018-11-07,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-08,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-09,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-12,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-13,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-14,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-15,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-16,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-19,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-20,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-21,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-22,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-23,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-26,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-27,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-28,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-29,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-30,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-03,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-04,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-05,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-06,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-07,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-10,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-11,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-12,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-13,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-14,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-17,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-18,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-19,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-20,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-21,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-24,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-25,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-26,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-27,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-28,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-02,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-03,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-04,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-07,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-08,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-09,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-10,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-11,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-14,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-15,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-16,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-17,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-18,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-21,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-22,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-23,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-24,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-25,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-28,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-29,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-30,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-31,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-11,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-12,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-13,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-14,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-15,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-18,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-19,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-20,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-21,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-26,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-27,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-28,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-04,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-05,0.0,0.0,-0.00013,0.0,0.0,-2.6e-05
2019-03-06,0.0,0.0,0.0004350565573524558,0.0,0.0,8.701131147049116e-05
2019-03-07,0.0,0.0,0.0024392560269117917,0.0,0.0,0.00048785120538235834
2019-03-08,0.0,0.0,0.0032710210472253662,0.0,-0.00027,0.0006002042094450733
2019-03-11,0.0,0.0,0.007117119355880818,0.0,-0.007011893211167015,2.10452289427605e-05
2019-03-12,0.0,0.0,-0.0059613989547812095,0.0,-0.0022262067853976953,-0.001637521148035781
2019-03-13,0.0,0.0,-0.007407076438844457,0.0,0.008369425851329113,0.00019246988249693123
2019-03-14,0.0,0.0,0.00417631553939491,0.0,-0.0011814177012414897,0.0005989795676306839
2019-03-15,0.0,0.0,0.00956308648616341,0.0,-0.0010224333914717026,0.0017081306189383415
2019-03-18,0.0,0.0,-0.004282359441911866,0.0,-0.007826610475617099,-0.002421793983505793
2019-03-19,0.0,0.0,-0.004816077374345965,0.0,-0.0011427993527508091,-0.001191775345419355
2019-03-20,0.0,0.0,0.0011202278294465576,0.0,-0.004839673170188423,-0.0007438890681483732
2019-03-21,0.0,0.0,0.003918896741049449,0.0,0.003632146018374386,0.0015102085518847671
2019-03-22,0.0,0.0,-0.001481187922621554,0.0,-0.0018449810433266427,-0.0006652337931896393
2019-03-25,0.0,0.0,0.011326314953910878,0.0,-0.010866915827104322,9.187982536131116e-05
2019-03-26,0.0,0.0,0.005155777070282415,0.0,-0.0053288703616239195,-3.461865826830095e-05
2019-03-27,0.0,0.0,-0.0010834553440702782,0.0,-0.0008154838709677419,-0.000379787843007604
2019-03-28,0.0,0.0,-0.002262089721416078,0.0,-0.0002272821190958304,-0.0004978743681023817
2019-03-29,0.0,0.0,-0.0014347623827828514,0.0,0.004598342530018393,0.0006327160294471083
2019-04-01,0.0,0.0,-0.010695265836937652,0.0,-0.004330429237083286,-0.0030051390148041874
2019-04-02,0.0,0.0,-0.002726267838466152,0.0,0.0029649372920928117,4.7733890725331924e-05
2019-04-03,0.0,-0.00027,0.0038470905756221698,0.0,0.014811762888190761,0.0036777706927625864
2019-04-04,0.0,-0.0031008372260510337,-0.0034907038348228653,0.0,0.0015833866203830579,-0.0010016308880981682
2019-04-08,0.0,-0.0024883858603493773,0.004233330020868529,0.0,0.0013984738394187213,0.0006286835999875746
2019-04-09,0.0,0.005119951717547653,-0.004586565864471185,0.0,-0.0040681259297489294,-0.0007069480153344921
2019-04-10,0.0,0.04052079580481166,-0.006581007530382483,0.0,0.003840877914951989,0.007556133237876234
2019-04-11,0.0,-0.000692487472709261,0.008220713395810089,0.0,-0.002601398884536354,0.000985365407712895
2019-04-12,0.0,0.001973032020866017,0.002823765285056376,0.0,-0.0014816919704473493,0.0006630210670950087
2019-04-15,0.0,0.0,-0.007606162129527448,0.0,0.0009045634718975506,-0.0013403197315259795
2019-04-16,0.0,0.0,0.004996609087645111,0.0,-0.0003655601701885681,0.0009262097834913085
2019-04-17,0.0,0.0,-0.00209389792495708,0.0,-0.002956025314141178,-0.0010099846478196517
2019-04-18,0.0,0.0,-0.004201555321307106,0.0,0.0018033254543972613,-0.00047964597338196895
2019-04-19,0.0,0.0,0.008688227451802807,0.0,-0.00509513978582107,0.0007186175331963474
2019-04-22,0.0,0.0,-0.004074035572320319,0.0,0.0011550885227133336,-0.000583789409921397
2019-04-23,0.0,0.0,0.00906117661093107,0.0,7.147160024912958e-05,0.00182652964223604
2019-04-24,0.0,0.0,6.896178039613617e-05,0.0,0.001235349369052967,0.0002608622298898206
2019-04-25,0.0,0.0,-0.0011476419160201946,0.0,-0.0002651194567090518,-0.00028255227454584926
2019-04-26,0.0,0.0,0.003146080713243126,0.0,-0.00029578858256071316,0.0005700584261364826
2019-04-29,0.0,0.0,-0.0006292090645430861,0.0,-0.008733446242373539,-0.001872531061383325
2019-04-30,0.0,0.0,0.0030053811570963395,0.0,0.00033965293645402334,0.0006690068187100726
2019-05-06,0.0,0.0,0.020871646241289177,0.0,-0.006564393822473274,0.0028614504837631803
2019-05-07,0.0,0.0,-0.009886198233166322,0.0,0.004101374374695763,-0.0011569647716941117
2019-05-08,0.0,0.0,0.002896497518327503,0.0,0.0048891685319085295,0.0015571332100472064
2019-05-09,0.0,0.0,0.002820403661203243,0.0,-0.0018784065364441662,0.0001883994249518154
2019-05-10,0.0,0.0,0.0031646332932930036,0.0,-0.004401480872069107,-0.0002473695157552207
2019-05-13,0.0,0.0,0.0,0.0,-0.0037805230756517787,-0.0007561046151303558
2019-05-14,0.0,0.0,0.0,0.0,-0.00042510835078696886,-8.502167015739377e-05
2019-05-15,0.0,0.0,0.0,0.0,0.0012447487163528862,0.00024894974327057724
2019-05-16,0.0,0.0,0.0,0.0,0.003967883967883968,0.0007935767935767935
2019-05-17,0.0,0.0,0.0,0.0,0.0023630660007429726,0.0004726132001485945
2019-05-20,0.0,0.0,0.0,0.0,0.0014000844168545457,0.00028001688337090915
2019-05-21,0.0,0.0,0.0,0.0,-0.0002158872451759481,-4.3177449035189616e-05
2019-05-22,0.0,0.0,0.0,0.0,-0.0006478015876280179,-0.00012956031752560357
2019-05-23,0.0,0.0,0.0,0.0,-0.006389611993126794,-0.0012779223986253588
2019-05-24,0.0,0.0,0.0,0.0,-0.004142158893215144,-0.0008284317786430289
2019-05-27,0.0,0.0,0.0,0.0,0.0006135096913734298,0.00012270193827468596
2019-05-28,0.0,0.0,0.0,0.0,-0.0018082243029503154,-0.0003616448605900631
2019-05-29,0.0,0.0,0.0,0.0,0.004278887697417051,0.0008557775394834101
2019-05-30,0.0,0.0,0.0,0.0,0.012294742079946923,0.0024589484159893847
2019-05-31,0.0,0.0,0.0,0.0,-0.004731182795698925,-0.000946236559139785
2019-06-03,0.0,0.0,0.0,0.0,0.0004012841091492777,8.025682182985554e-05
2019-06-04,0.0,0.0,0.0,0.0,-0.008865850021084679,-0.0017731700042169357
2019-06-05,0.0,0.0,0.0,0.0,0.005842370155139314,0.0011684740310278629
2019-06-06,0.0,0.0,0.0,0.0,0.0003610927698910532,7.221855397821064e-05
2019-06-10,0.0,0.0,0.0,0.0,-0.0020523292389880675,-0.0004104658477976135
2019-06-11,0.0,0.0,0.0,0.0,-6.200653135463602e-05,-1.2401306270927204e-05
2019-06-12,0.0,0.0,0.0,0.0,0.0031935343847537155,0.0006387068769507431
2019-06-13,0.0,0.0,0.0,0.0,-0.006335829890694057,-0.0012671659781388115
2019-06-14,0.0,0.0,0.0,-0.000186,0.004271554762990918,0.0008171109525981835
2019-06-17,0.0,0.0,0.0,-0.004650865060901328,0.0027564420218037663,-0.00037888460781951235
2019-06-18,0.0,0.0,0.0,-0.002049913381111053,0.004962370406976145,0.0005824914051730185
2019-06-19,0.0,0.0,0.0,0.005699187614034098,-0.002407466218638911,0.0006583442790790375
2019-06-20,0.0,0.0,0.0,0.0071386806356529536,0.0014993119595801926,0.0017275985190466294
2019-06-21,0.0,0.0,0.0,0.010328914797885306,0.00033837824535498954,0.0021334586086480594
2019-06-24,0.0,0.0,0.0,-0.0018400006297328358,-0.00033826378424920816,-0.0004356528827964088
2019-06-25,0.0,0.0,0.0,0.009630986343123357,-0.0035786062917845863,0.0012104760102677544
2019-06-26,0.0,0.0,0.0,0.0031731959648663745,-0.0013583740674041678,0.00036296437949244134
2019-06-27,0.0,0.0,0.0,0.007503985579889708,0.00013396123367991509,0.0015275893627139246
2019-06-28,0.0,0.0,0.0,-0.005119961667909626,0.002318249258160237,-0.0005603424819498778
2019-07-01,0.0,0.0,0.0,0.0022333045916742406,-0.0018605894265067177,7.454303303350458e-05
2019-07-02,0.0,0.0,0.0,0.006481528129250778,0.007991761071060761,0.0028946578400623076
2019-07-03,0.0,0.0,0.0,0.012610049150313711,-0.00015325513915566636,0.002491358802231609
2019-07-04,0.0,0.0,0.0,-0.0017871503887052094,-0.002850982516017617,-0.0009276265809445652
2019-07-05,0.0,0.0,0.0,9.523138369295878e-06,-0.0022750097354020207,-0.0004530973194065449
2019-07-08,0.0,0.0,0.0,0.005323383653117275,0.0037181594083812654,0.001808308612299708
2019-07-09,0.0,0.0,0.0,0.0017808528011488394,0.0008800474816315671,0.0005321800565560814
2019-07-10,0.0,0.0,0.0,-0.004860271910465092,-0.0011246523801734009,-0.0011969848581276986
2019-07-11,0.0,0.0,0.0,-0.001520314248955259,0.0045548527093696905,0.0006069076920828863
2019-07-12,0.0,0.0,0.0,-0.007698793506748102,-0.0025982494930866184,-0.0020594085999669437
2019-07-15,0.0,0.0,0.0,-0.012697511517908861,-0.0009602811376266754,-0.0027315585311071073
2019-07-16,0.0,0.0,0.0,0.007926300942996685,-0.0013395504836697548,0.001317350091865386
2019-07-17,0.0,0.0,0.0,-0.0037777889141169803,-0.0018430726068214165,-0.0011241723041876795
2019-07-18,0.0,0.0,0.0,0.0017122558826147018,-0.0015695044264128104,2.8550291240378273e-05
2019-07-19,0.0,0.0,0.0,0.004645125901260655,-0.002743244631665468,0.00038037625391903736
2019-07-22,0.0,0.0,0.0,-0.0012592472969439703,-0.00039149830522444186,-0.00033014912043368246
2019-07-23,0.0,0.0,0.0,-0.007257019771047764,0.003555784591600103,-0.0007402470358895322
2019-07-24,0.0,0.0,0.0,0.005758860792628658,0.002095101160521721,0.001570792390630076
2019-07-25,0.0,0.0,0.0,-0.010352864967408719,0.003002849119642528,-0.0014700031695532383
2019-07-26,0.0,0.0,0.0,-0.004529276659906843,0.006631448802967292,0.00042043442861208985
2019-07-29,0.0,0.0,0.0,0.010313071181717488,0.00022331397945511388,0.0021072770322345205
2019-07-30,0.0,0.0,0.0,-0.0009297424613382093,0.0023848667519129675,0.0002910248581149516
2019-07-31,0.0,0.0,0.0,0.005331606539070013,-0.0006277019023417331,0.0009407809273456559
2019-08-01,0.0,0.0,0.0,-0.009979905195721851,-0.0028973468002552907,-0.0025754503991954284
2019-08-02,0.0,0.0,0.0,0.004285433228080496,0.014325628651257303,0.0037222123758675596
2019-08-05,0.0,0.0,0.0,-0.019774345526381635,0.0035658837081183952,-0.003241692363652648
2019-08-06,0.0,0.0,0.0,-0.0014543742035569838,0.011997085566567856,0.0021085422726021745
2019-08-07,0.0,0.0,0.0,-0.005003596644716895,0.00033532886885682446,-0.0009336535551720142
2019-08-08,0.0,0.0,0.0,-0.0030272130520680647,0.0014591775365533832,-0.00031360710310293627
2019-08-09,0.0,0.0,0.0,0.0029265349825806247,0.007383706620723603,0.0020620483206608455
2019-08-12,0.0,0.0,0.0,0.01103460364062248,0.014444172978255558,0.0050957553237756074
2019-08-13,0.0,0.0,0.0,0.002167073485461892,-0.0017340539290771942,8.660391127693953e-05
2019-08-14,0.0,0.0,0.0,-0.0009435872434867908,-0.000772029375717746,-0.00034312332384090735
2019-08-15,0.0,0.0,0.0,-0.004860128645834358,-0.0015452517311648302,-0.0012810760753998378
2019-08-16,0.0,0.0,0.0,-0.009747956982443792,0.0005320023601559251,-0.0018431909244575734
2019-08-19,0.0,0.0,0.0,-0.003763849869313542,0.002030201666698892,-0.00034672964052293
2019-08-20,0.0,0.0,0.0,0.001132418846656458,-0.0039653442420500154,-0.0005665850790787114
2019-08-21,0.0,0.0,0.0,0.0008308358208357607,0.0017048151341088951,0.0005071301909889312
2019-08-22,0.0,0.0,0.0,-8.001408247851621e-05,-0.0011120458743098063,-0.0002384119913576645
2019-08-23,0.0,0.0,0.0,-0.009732491517828564,0.0014230672423473833,-0.0016618848550962362
2019-08-26,0.0,-0.0002785622346454575,0.0,-0.009504916092095667,-0.00021267340132437526,-0.0019992303456130996
2019-08-27,0.0,0.030054671060849178,0.0,0.007515775991123838,-5.801417479670866e-05,0.007502486575435262
2019-08-28,0.0,0.00033580523296488035,0.0,-0.0051114705447714215,-0.007000783236798592,-0.0023552897097210263
2019-08-29,0.0,0.001641163361027965,0.0,-0.009268264891283557,-0.004790978937220648,-0.002483616093495248
2019-08-30,0.0,-0.0005399517767206308,0.0,-0.010412666073808755,0.00017612352129626913,-0.0021552988658466235
2019-09-02,0.0,0.001415810504941365,0.0,0.006848789113330857,-0.0036979426525401344,0.0009133313931464177
2019-09-03,0.0,0.0020370008650277644,0.0,-0.0017830015026683184,0.000569515224713033,0.00016470291741449582
2019-09-04,0.0,-0.0015594541910331384,0.0,-0.0004336405986718208,-0.002659496167773972,-0.0009305181914957862
2019-09-05,0.0,0.0023335378665327905,0.0,0.009048427680751639,0.0100464438934152,0.004285681888139926
2019-09-06,0.0,0.0034689694192722585,0.0,0.0018118834989620056,-0.001928903350251829,0.0006703899135964868
2019-09-09,0.0,3.697301893942895e-05,0.0,-0.00475142389445095,-0.001112727059765156,-0.0011654355870553354
2019-09-10,0.0,-0.0037341368505698254,0.0,0.009004069798481321,-0.0008989905899137164,0.0008741884715995558
2019-09-11,0.0,-0.001196804809485374,0.0,-0.004629752109844175,0.0015453078390141328,-0.0008562498160630833
2019-09-12,0.0,0.001188950194133274,0.0,0.0018707371726721079,-0.0019335371034051737,0.00022523005268004163
2019-09-16,0.0,0.0012524817694320226,0.0,0.014703271452389357,0.004383347194364268,0.00406782008323713
2019-09-17,0.0,0.0038268733610696713,0.0,0.01463099720050198,0.0005844933903539107,0.0038084727903851126
2019-09-18,0.0,-0.0011630697657245186,0.0,0.02133766231192035,0.009521676905552364,0.00593925389034964
2019-09-19,0.0,-0.0009980777761348515,0.0,-0.014555419273703985,-0.005526034082032192,-0.004215906226374205
2019-09-20,0.0,4.625346901017576e-05,0.0,0.004578826717503131,-0.006798037200100855,-0.00043459140271750964
2019-09-23,0.0,0.0010082789880209056,0.0,-0.009900077828334611,-0.0031733013074001387,-0.0024130200295427685
2019-09-24,0.0,0.001570961243462029,0.0,-0.007425051529857617,-4.897543392234455e-05,-0.0011806131440635866
2019-09-25,0.0,-0.003616770002952465,0.0,0.000369042703227827,-0.0016162684768873607,-0.0009727991553223998
2019-09-26,0.0,0.0010185939699236981,0.0,-0.009631452375160025,0.0030415415710052787,-0.0011142633668462095
2019-09-27,0.0,-0.0007585428576714584,0.0,0.00047316833517231383,0.0013889975741450818,0.00022072461032918747
2019-09-30,0.0,0.0015089798185521199,0.0,-0.004648944327382282,-0.00815636782776877,-0.0022592664673197864
2019-10-08,0.0,0.0017193089487257702,0.0,-0.0011019517688853303,0.004077251105486562,0.0009389216570654004
2019-10-09,0.0,-0.0021408336332345967,0.0,-0.011881821420474788,-0.001471266171667337,-0.0030987842450753444
2019-10-10,0.0,-0.0006103368874668245,0.0,0.0003482450497990421,0.0017975894620001376,0.00030709952486647105
2019-10-11,0.0,0.004682107133273496,0.0,0.003491477109835112,-0.002470927382189712,0.0011405313721837792
2019-10-14,0.0,0.002560394927102425,0.0,0.0069688615349453205,0.003233923761967484,0.002552636044803046
2019-10-15,0.0,-0.002388498461255799,0.0,0.009149826122905571,-0.00651558351214446,4.914882990106253e-05
2019-10-16,0.0,-0.0011602744141074636,0.0,-0.0019378794177124187,0.003629262904593779,0.00010622181455477937
2019-10-17,0.0,-0.0006269072269496354,0.0,-0.010975810962531338,0.004628264842874831,-0.0013948906693212286
2019-10-18,0.0,0.0019003514727723913,0.0,-0.001454591320870639,0.0038929154806968125,0.000867735126519713
2019-10-21,0.0,0.0006537331847855111,0.0,0.005236007432278254,0.0014030301554050762,0.0014585541544937682
2019-10-22,0.0,-0.0006809105798781722,0.0,-0.007194944487456475,0.002500510804736376,-0.0010750688525196545
2019-10-23,0.0,-0.00038672608743692684,0.0,0.005001510660362722,-0.0003396870996544897,0.0008550194946542611
2019-10-24,0.0,-0.002210718299220722,0.0,0.005697722129912127,0.0014562965408102834,0.0009886600743003377
2019-10-25,0.0,-0.0032772659293587637,0.0,0.002696386841632213,0.004246202169634807,0.0007330646163816513
2019-10-28,0.0,0.0023896190502653587,0.0,-0.00016114672005994657,0.003262894708897663,0.001098273407820615
2019-10-29,0.0,0.0013952413952413951,0.0,-0.0011282088475749554,0.004907290694429744,0.0010348646484192366
2019-10-30,0.0,-4.613567579537905e-05,0.0,-0.004649033283447828,-0.004634372875513468,-0.0018659083669513347
2019-10-31,0.0,0.0016701885190687545,0.0,2.0263547701404465e-05,0.003963329581637856,0.0011307563296816029
2019-11-01,0.0,0.0005711548382342104,0.0,0.00172236665336054,-0.005547836918507162,-0.0006508630853824823
2019-11-04,0.0,0.0005800357228349937,0.0,-0.0013856383140119386,0.0011947661534310987,7.783271245083074e-05
2019-11-05,0.0,0.00241081369563017,0.0,0.005550243886629179,0.006149552497353479,0.0028221220159225656
2019-11-06,0.0,-1.83588980989361e-05,0.0,-0.006557053415308252,-0.0010617031248505485,-0.0015274230876515475
2019-11-07,0.0,0.0007068305534391438,0.0,-0.0006184643024432382,0.006673816043968671,0.0013524364589929153
2019-11-08,0.0,0.0010273909773056672,0.0,0.005305852466866321,-0.0014742949541066248,0.0009717896980130727
2019-11-11,0.0,0.0009988453714055313,0.0,-0.004520987270595216,0.003972185178129167,9.000865578789649e-05
2019-11-12,0.0,-0.0004211104499473612,0.0,-0.0003548062048509104,0.004706016300274202,0.000786019929095186
2019-11-13,0.0,0.0015111412321754023,0.0,0.0030118527051913387,-0.0032107882485150102,0.00026244113777034616
2019-11-14,0.0,-0.0006675567423230974,0.0,-0.004873245075697066,-0.005930669900429168,-0.002294294343689866
2019-11-15,0.0,0.0,0.0,-0.0032816732266264604,-0.0019918610081294612,-0.0010547068469511842
2019-11-18,0.0,0.0,0.0,-0.003027448869752422,-0.009616302832368839,-0.002528750340424252
2019-11-19,0.0,0.0,0.0,0.0006441362133379139,-0.00036640279237496506,5.5546684192589764e-05
2019-11-20,0.0,0.0,0.0,0.002891638158997184,0.001495085509245416,0.0008773447336485201
2019-11-21,0.0,0.0,0.0,0.004217973457332244,0.005826944562160496,0.002008983603898548
2019-11-22,0.0,0.0,0.0,0.006381549712170803,0.0011777886300307374,0.001511867668440308
2019-11-25,0.0,0.0,0.0,-0.0029134709217455822,0.0021232640881441523,-0.000158041366720286
2019-11-26,0.0,0.0,0.0,0.0008796284126043674,-0.001002118765389681,-2.4498070557062744e-05
2019-11-27,0.0,0.0,0.0,0.0008182446329213152,-0.012018381053375752,-0.0022400272840908874
2019-11-28,0.0,0.0,0.0,-0.00013121584602930757,-0.0031910264468404,-0.0006644484585739415
2019-11-29,0.0,0.0,0.0,0.004482113942604714,-0.0008924673812872872,0.0007179293122634853
2019-12-02,0.0,0.0,0.0,0.0064419261861787015,0.0005437262726593069,0.0013971304917676018
2019-12-03,0.0,0.0,0.0,0.0070497496639885604,-0.003901056778813962,0.0006297385770349197
2019-12-04,0.0,0.0,0.0,-0.009221488249047609,0.0017828090445897104,-0.0014877358408915797
2019-12-05,0.0,0.0,0.0,-0.007646009763674248,0.001166974618302052,-0.001295807029074439
2019-12-06,0.0,0.0,0.0,-0.003570081506776095,0.007343370568237008,0.0007546578122921826
2019-12-09,0.0,0.0,0.0,0.007874222951841738,0.0052070275586754864,0.002616250102103445
2019-12-10,0.0,-0.0002763517903386682,0.0,-0.0014159270707180256,0.01276787598564933,0.002215119424918527
2019-12-11,0.0,-0.0030864762546361215,0.0,-0.003117445223470541,2.8415279843147656e-05,-0.0012351012396527032
2019-12-12,0.0,-0.002844456523335929,0.0,-0.0045596507226844645,-0.006317484372040159,-0.0027443183236121106
2019-12-13,0.0,-0.00613974833293126,0.0,-0.008076742225248889,0.0,-0.00284329811163603
2019-12-16,0.0,0.030541890176677137,0.0,0.0081016413741528,0.0,0.007728706310165988
2019-12-17,0.0,-0.0007353893068281527,0.0,0.0008006129249329107,0.0,1.3044723620951604e-05
2019-12-18,0.0,-6.297693784536102e-05,0.0,-0.0032100160602065346,0.0,-0.0006545985996103791
2019-12-19,0.0,-0.0036223017181190665,0.0,-0.0007822309633428284,0.0,-0.000880906536292379
2019-12-20,0.0,0.006050087500519224,0.0,0.0003660046726596543,0.0,0.0012832184346357758
2019-12-23,0.0,0.0016120317164547509,0.0,0.006077519884059621,0.0,0.0015379103201028743
2019-12-24,-0.000494,-0.0018334680505198411,0.0,0.00026264377221107667,0.0,-0.00041296485566175286
2019-12-25,-3.801878127795131e-05,-0.002224672134679748,0.0,-0.0029893132052910844,0.0,-0.0010504008242497565
2019-12-26,0.0007604045352127332,0.0013748499631993695,0.0,0.002289224236604493,0.0,0.000884895747003319
2019-12-27,-0.004255029853193472,0.0009973744790740052,0.0,0.004911601283080039,0.0,0.0003307891817921144
2019-12-30,0.002212913616045431,0.0011346173179944562,0.0,-0.0038316334021887576,0.0,-9.682049362977402e-05
2019-12-31,-0.0013704997916199147,0.0005236278082231085,0.0,0.0010297371949151174,0.0,3.657304230366225e-05
2020-01-02,-0.009721029526247782,-0.0007688998817077105,0.0,-0.005163559790391745,0.0,-0.0031306978396694477
2020-01-03,0.013704541908870065,-0.0007874284094842971,0.0,-0.0029905397569451484,0.0,0.001985314748488124
2020-01-06,0.0,0.0006228997328891058,0.0,0.00124047528505512,0.0,0.00037267500358884514
2020-01-07,-0.008088774651575082,-0.0001614584361135878,0.0,0.005148703075207624,0.0,-0.0006203060024962091
2020-01-08,-0.0009188435467360905,0.0001363646966154641,0.0,-0.0028895193294698643,0.0,-0.0007343996359180981
2020-01-09,-0.001609455044169255,-0.0020649258618060475,0.0,0.0021278234190271997,0.0,-0.00030931149738962053
2020-01-10,0.012896396523790862,0.0010822394086154887,0.0,-0.0015672016048144434,0.0,0.0024822868655183816
2020-01-13,-0.00026525410545545923,-0.001174450845460945,0.0,0.007240696970249343,0.0,0.0011601984038665878
2020-01-14,0.011257338815376052,-0.00233188661673277,0.0,-0.008726915899877744,0.0,3.970725975310785e-05
2020-01-15,-0.0038980817334627435,0.0032762364729097774,0.0,-0.004696007075452561,0.0,-0.0010635704672011053
2020-01-16,0.0022953222165009706,-0.00040415071768186336,0.0,-0.002822745828552329,0.0,-0.00018631486594664434
2020-01-17,0.00270302845885884,-0.00039173545996571416,0.0,-0.005722788142382969,0.0,-0.0006822990286979686
2020-01-20,-0.007825139368668308,-0.0018479902207521393,0.0,0.0031450936538999163,0.0,-0.0013056071871041062
2020-01-21,-0.00011320844654177988,0.0006483542607680836,0.0,-0.009149552665767764,0.0,-0.0017228813703082922
2020-01-22,0.0058497653141691445,0.003308063900707688,0.0,0.00024817128782285533,0.0,0.0018812001005399377
2020-01-23,-0.0003752093273089197,0.003763566239124585,0.0,-0.0018194712368476006,0.0,0.00031377713499361297
2020-02-03,0.029502522748195356,5.361470329623196e-05,0.0,-0.03546150707262359,0.0,-0.0011810739242264009
2020-02-04,0.005250149675319691,-0.0010400694809302724,0.0,-0.02104553351501212,0.0,-0.0033670906641245406
2020-02-05,-0.009212314646549487,0.0005992887247851505,0.0,0.032334701452429164,0.0,0.004744335106132966
2020-02-06,0.0013544287701478504,0.00028784387062401334,0.0,0.0013281002641325806,0.0,0.0005940745809808889
2020-02-07,-0.0005483500435793982,-0.00016622221586725102,0.0,-0.0021964169754383283,0.0,-0.0005821978469769955
